NAME,Month,Longitude,Latitude,O3,B1,B6,SAA,SAZ,SOA,SOZ,边界层高(PBLH),相对湿度(RH),气压(PRES),大气温度(TMP),水平风速(U-GRD),垂直风速(V-GRD)
2432A,1.0,112.155,32.0197,2.0,0.0815,0.037,134.334,48.342,-0.595,67.909,614.4815,91.7699,97654.0683,264.5095,3.9738,-0.2919
2433A,1.0,112.1392,32.0564,5.0,0.0732,0.0472,134.314,48.412,-0.64,67.949,621.8446,91.6228,97617.6791,264.5098,3.96,-0.413
2434A,1.0,112.1825,32.1142,1.0,0.071,0.0451,134.414,48.418,-0.602,67.987,623.3821,91.6054,97615.9058,264.5415,3.914,-0.4547
2435A,1.0,112.2106,32.0903,2.0,0.0718,0.0398,134.434,48.345,-0.556,67.951,616.0191,91.7526,97652.295,264.5412,3.9279,-0.3337
2436A,1.0,114.8878,30.3944,22.0,0.0624,0.0254,136.301,45.218,1.714,66.656,336.6736,93.6313,97498.8261,264.0707,2.724,1.0176
2437A,1.0,114.8989,30.3714,5.0,0.0624,0.0254,136.301,45.218,1.714,66.656,336.6736,93.6313,97498.8261,264.0707,2.724,1.0176
2439A,1.0,112.2014,31.0483,26.0,0.1063,0.0558,133.581,47.532,-0.512,67.137,438.301,93.331,97745.7565,263.5085,3.5091,0.3826
2440A,1.0,112.1969,30.9892,55.0,0.1026,0.0619,133.481,47.53,-0.554,67.099,435.4241,93.3309,97713.7849,263.4544,3.5027,0.3384
2441A,1.0,112.2211,31.0386,29.0,0.1063,0.0558,133.581,47.532,-0.512,67.137,438.301,93.331,97745.7565,263.5085,3.5091,0.3826
2443A,1.0,113.9153,30.9285,37.0,0.1051,0.0614,135.569,46.296,0.91,67.065,387.1928,94.2156,97368.8504,263.7815,3.0897,1.0576
2444A,1.0,113.942,30.9075,41.0,0.1051,0.0614,135.569,46.296,0.91,67.065,387.1928,94.2156,97368.8504,263.7815,3.0897,1.0576
2446A,1.0,114.9028,30.4742,63.0,0.1022,0.0422,136.451,45.266,1.755,66.736,340.8878,93.4672,97547.3514,264.0039,2.7682,1.0992
2447A,1.0,114.329,29.8175,55.0,0.1046,0.05,135.131,45.151,1.265,66.225,331.1237,93.3149,97401.7567,264.2459,2.517,0.2573
2448A,1.0,114.3231,29.8211,30.0,0.1046,0.05,135.131,45.151,1.265,66.225,331.1237,93.3149,97401.7567,264.2459,2.517,0.2573
2449A,1.0,114.2894,29.8539,7.0,0.104,0.0535,135.113,45.223,1.225,66.261,331.0552,93.3876,97401.4498,264.2196,2.566,0.3106
2451A,1.0,113.3583,31.7275,5.0,0.0826,0.0525,135.544,47.302,0.423,67.676,511.836,94.1747,97435.8907,264.6674,3.3451,1.0386
2452A,1.0,113.3833,31.6908,6.0,0.0822,0.05,135.504,47.262,0.426,67.64,513.6651,94.1406,97414.1234,264.6498,3.3601,1.0597
2453A,1.0,113.3983,31.7308,4.0,0.0826,0.0525,135.544,47.302,0.423,67.676,511.836,94.1747,97435.8907,264.6674,3.3451,1.0386
2454A,1.0,109.5039,30.2989,5.0,0.0713,0.0417,129.844,48.906,-2.759,66.613,308.6248,92.9888,98545.3307,263.0162,4.4028,-0.9272
2455A,1.0,109.4689,30.2819,5.0,0.0625,0.0308,129.79,48.945,-2.8,66.616,299.9724,92.9374,98591.2993,262.9657,4.4425,-0.9327
2467A,1.0,112.4067,28.6428,8.0,0.0353,0.014,131.735,45.574,-0.301,65.294,376.7739,92.9786,97620.8811,266.745,2.6599,-0.7318
2468A,1.0,112.3458,28.5808,12.0,0.0353,0.012,131.573,45.612,-0.384,65.254,361.3229,93.1249,97701.4845,266.8198,2.6526,-0.7452
2469A,1.0,112.3439,28.56,30.0,0.0353,0.012,131.573,45.612,-0.384,65.254,361.3229,93.1249,97701.4845,266.8198,2.6526,-0.7452
2470A,1.0,112.3347,28.6047,7.0,0.0344,0.014,131.617,45.648,-0.385,65.292,366.3783,92.9609,97669.6436,266.7573,2.6708,-0.7466
2471A,1.0,112.3744,28.5819,4.0,0.036,0.013,131.631,45.574,-0.341,65.255,369.5476,93.1354,97664.7678,266.8128,2.6359,-0.748
2482A,1.0,109.9333,27.5733,20.0,0.023,0.0075,127.903,46.716,-2.374,64.531,326.7437,93.8634,98097.4926,268.5366,2.7731,-1.1941
2483A,1.0,109.9453,27.5444,10.0,0.0194,0.0045,127.857,46.682,-2.373,64.491,332.896,93.8232,98110.31,268.6243,2.7397,-1.2075
2484A,1.0,109.9792,27.5342,8.0,0.0092,0.0026,127.913,46.643,-2.332,64.491,329.0375,93.9018,98102.3731,268.5836,2.7902,-1.2226
2485A,1.0,109.9972,27.5578,11.0,0.0196,0.0045,127.96,46.677,-2.333,64.53,322.8611,93.9441,98088.8922,268.4984,2.8257,-1.211
2486A,1.0,110.0394,27.583,12.0,0.0206,0.0081,128.013,46.639,-2.291,64.529,318.9786,94.0249,98080.2918,268.4603,2.8783,-1.2279
2487A,1.0,111.9975,27.725,65.0,0.0098,0.0028,130.373,45.248,-0.661,64.605,301.0857,95.2101,98230.7693,268.3499,2.4214,-0.8545
2488A,1.0,111.9975,27.725,33.0,0.0098,0.0028,130.373,45.248,-0.661,64.605,301.0857,95.2101,98230.7693,268.3499,2.4214,-0.8545
2489A,1.0,112.0194,27.7314,10.0,0.0099,0.0028,130.433,45.212,-0.618,64.607,297.4137,95.3106,98232.4851,268.2829,2.41,-0.8356
2490A,1.0,111.9561,27.7569,30.0,0.0099,0.0028,130.42,45.284,-0.661,64.646,301.2425,95.0831,98214.7536,268.2628,2.4418,-0.847
2492A,1.0,109.6414,28.2558,7.0,0.0588,0.0318,128.213,47.432,-2.64,65.076,459.34,92.0658,98302.711,268.5893,2.8101,-1.1652
2493A,1.0,109.7325,28.3169,9.0,0.0586,0.0283,128.367,47.389,-2.555,65.11,461.676,92.0529,98314.6809,268.5471,2.8782,-1.1476
2494A,1.0,109.6958,28.2675,7.0,0.0648,0.0378,128.267,47.392,-2.596,65.074,455.3926,92.1195,98300.7928,268.5658,2.8339,-1.154
2523A,1.0,105.8945,32.4535,14.0,0.0579,0.0313,127.697,53.116,-5.874,68.503,603.9484,89.1041,97668.9833,263.636,4.1891,-3.2652
2524A,1.0,105.8242,32.4429,1.0,0.1027,0.0633,127.608,53.122,-5.912,68.467,592.2655,89.2393,97709.184,263.5071,4.1389,-3.2373
2526A,1.0,105.8624,32.4285,2.0,0.0949,0.0633,127.66,53.082,-5.872,68.463,594.3005,89.2314,97708.8529,263.5314,4.1462,-3.2252
2527A,1.0,105.7519,30.5797,5.0,0.1096,0.0428,126.11,51.935,-5.897,67.041,474.8588,87.6525,100004.1238,268.8141,4.4422,-5.8745
2528A,1.0,105.68,30.6133,7.0,0.1009,0.0401,126.049,52.045,-5.982,67.088,516.0175,85.8743,100060.7098,270.5119,4.831,-6.8275
2529A,1.0,105.8161,30.6347,6.0,0.0785,0.0284,126.2,51.929,-5.856,67.079,455.1201,87.968,99998.9514,268.2433,4.3423,-5.7635
2530A,1.0,105.5956,30.475,5.0,0.1107,0.0478,125.827,52.025,-6.063,66.981,530.5838,86.1248,100052.616,270.8601,4.8635,-6.5668
2531A,1.0,105.0331,29.5953,11.0,0.0896,0.044,124.545,51.882,29.493,66.332,296.9805,94.5817,99928.1613,263.3512,2.9859,-1.2958
2532A,1.0,105.0717,29.5947,13.0,0.0644,0.0219,124.594,51.842,29.536,66.329,301.3214,94.6536,99914.8252,263.4501,3.0137,-1.2966
2533A,1.0,105.0653,29.5817,23.0,0.0644,0.0219,124.594,51.842,29.536,66.329,301.3214,94.6536,99914.8252,263.4501,3.0137,-1.2966
2534A,1.0,105.0406,29.5822,7.0,0.0896,0.044,124.545,51.882,29.493,66.332,296.9805,94.5817,99928.1613,263.3512,2.9859,-1.2958
2535A,1.0,103.7705,29.5467,6.0,0.0753,0.024,123.292,52.846,28.452,66.402,230.5677,93.8754,100228.5117,262.4513,3.0507,-1.6246
2537A,1.0,103.7506,29.6007,1.0,0.1057,0.0382,123.373,52.906,28.451,66.478,214.2257,94.065,100304.5924,262.0393,3.1781,-1.5392
2538A,1.0,103.757,29.5634,2.0,0.108,0.0406,123.332,52.876,28.451,66.439,222.3967,93.9702,100266.552,262.2453,3.1144,-1.5819
2539A,1.0,103.8986,30.0506,22.0,0.0824,0.0336,123.83,53.102,28.526,66.813,350.3631,90.2584,100288.1343,264.5451,3.6676,-3.22
2540A,1.0,103.8416,30.0874,5.0,0.0991,0.0415,123.781,53.141,28.484,66.819,343.3687,90.4154,100295.6291,264.297,3.6272,-3.0958
2543A,1.0,106.631,30.518,24.0,0.0556,0.0208,126.94,51.252,-5.188,66.947,270.3751,95.5964,99569.1814,260.6875,2.5505,-1.4936
2544A,1.0,106.6303,30.4576,25.0,0.084,0.0338,126.9,51.22,-5.185,66.909,291.4788,95.4965,99556.1094,261.0859,2.5832,-1.5045
2545A,1.0,106.6271,30.4663,17.0,0.084,0.0338,126.9,51.22,-5.185,66.909,291.4788,95.4965,99556.1094,261.0859,2.5832,-1.5045
2547A,1.0,106.6388,30.4551,12.0,0.084,0.0338,126.9,51.22,-5.185,66.909,291.4788,95.4965,99556.1094,261.0859,2.5832,-1.5045
2548A,1.0,107.5272,31.2797,2.0,0.0464,0.0349,128.49,51.084,-4.449,67.473,353.1625,91.6053,98957.2331,262.1429,3.5823,-1.1935
2549A,1.0,107.525,31.215,4.0,0.0256,0.0185,128.45,51.051,-4.447,67.434,345.5046,91.8452,98962.9776,262.0842,3.5109,-1.16
2550A,1.0,107.4967,31.2108,10.0,0.0109,0.0036,128.398,51.086,-4.49,67.437,347.9327,91.9274,98944.5146,262.036,3.4062,-1.1299
2551A,1.0,107.5069,31.1956,9.0,0.032,0.0244,128.41,51.016,-4.447,67.395,337.8466,92.0852,98968.7222,262.0255,3.4396,-1.1264
2552A,1.0,107.4611,31.2058,4.0,0.0109,0.0036,128.398,51.086,-4.49,67.437,347.9327,91.9274,98944.5146,262.036,3.4062,-1.1299
2554A,1.0,103.0013,29.9899,4.0,0.0993,0.0448,122.94,53.716,27.819,66.82,304.7107,90.5715,100409.081,263.4792,3.3099,-2.8824
2555A,1.0,103.0109,29.9834,11.0,0.0993,0.0448,122.94,53.716,27.819,66.82,304.7107,90.5715,100409.081,263.4792,3.3099,-2.8824
2556A,1.0,103.0001,29.9816,18.0,0.0993,0.0448,122.94,53.716,27.819,66.82,304.7107,90.5715,100409.081,263.4792,3.3099,-2.8824
2561A,1.0,104.6617,30.1366,12.0,0.097,0.0338,124.65,52.502,29.193,66.784,454.5476,88.2275,100158.5198,268.1652,4.315,-4.9273
2562A,1.0,104.6356,30.1506,5.0,0.0957,0.0329,124.64,52.572,29.151,66.825,475.2931,87.5298,100179.8729,268.7532,4.4692,-5.342
2563A,1.0,104.6289,30.1377,9.0,0.098,0.0399,124.6,52.542,29.151,66.787,453.5051,88.1726,100169.4859,268.1105,4.3072,-4.9348
2564A,1.0,104.6469,30.1142,5.0,0.098,0.0399,124.6,52.542,29.151,66.787,453.5051,88.1726,100169.4859,268.1105,4.3072,-4.9348
2565A,1.0,104.6294,30.1259,2.0,0.098,0.0399,124.6,52.542,29.151,66.787,453.5051,88.1726,100169.4859,268.1105,4.3072,-4.9348
2566A,1.0,102.1755,31.9286,92.0,0.0312,0.0253,123.625,55.556,27.076,68.403,489.3979,87.1364,99127.1087,262.7706,3.7318,-3.7113
2567A,1.0,102.2218,31.9025,91.0,0.0091,0.0065,123.674,55.519,27.116,68.398,491.7834,87.269,99113.5864,262.7719,3.7432,-3.7004
2568A,1.0,102.2402,31.8934,100.0,0.0545,0.0195,123.635,55.489,27.118,68.358,494.2206,87.3101,99142.5302,262.8358,3.7353,-3.7065
2571A,1.0,102.3419,27.8094,71.0,0.0765,0.0304,120.553,53.045,27.273,65.251,378.3727,93.4715,99463.3081,268.752,1.3506,-2.4579
2572A,1.0,102.2714,27.8408,50.0,0.0952,0.0257,120.51,53.086,27.23,65.255,369.9916,93.4732,99505.1614,268.7622,1.3499,-2.5483
2573A,1.0,102.2625,27.8978,57.0,0.1119,0.0632,120.551,53.115,27.229,65.293,376.5337,93.3926,99523.4183,268.6818,1.362,-2.5798
2574A,1.0,102.2689,27.8847,42.0,0.1119,0.0632,120.551,53.115,27.229,65.293,376.5337,93.3926,99523.4183,268.6818,1.362,-2.5798
2575A,1.0,102.2311,27.8953,48.0,0.1029,0.0565,120.505,53.156,27.188,65.3,368.9482,93.3819,99563.4847,268.6956,1.3582,-2.6674
2576A,1.0,104.8,26.5892,27.0,0.0229,0.0192,121.733,50.272,29.336,64.062,381.7069,94.4429,98538.6661,271.3615,1.3608,-1.7417
2579A,1.0,104.8475,26.5894,40.0,0.0278,0.023,121.782,50.231,29.378,64.058,386.2615,94.5165,98444.6725,271.2985,1.3785,-1.7545
2585A,1.0,109.1916,27.7297,3.0,0.0293,0.0143,127.223,47.406,-3.006,64.672,407.0746,93.0502,98124.8851,268.8214,2.3481,-1.0901
2586A,1.0,109.1794,27.7231,3.0,0.0293,0.0143,127.223,47.406,-3.006,64.672,407.0746,93.0502,98124.8851,268.8214,2.3481,-1.0901
2587A,1.0,105.2864,27.3125,64.0,0.0748,0.0449,122.875,50.299,-6.26,64.593,374.4945,95.2027,98836.4143,268.8422,1.7742,-2.0405
2588A,1.0,105.31,27.2944,65.0,0.066,0.04,122.88,50.226,-6.217,64.55,379.6298,95.245,98686.2724,268.9222,1.7671,-2.0354
2594A,1.0,99.1678,25.1081,52.0,0.0488,0.0373,115.653,54.383,24.665,63.614,680.5017,94.4293,99031.0866,274.6412,3.8337,-2.8887
2595A,1.0,99.1711,25.1328,56.0,0.0488,0.0373,115.653,54.383,24.665,63.614,680.5017,94.4293,99031.0866,274.6412,3.8337,-2.8887
2596A,1.0,103.7032,27.3392,44.0,0.0795,0.053,121.41,51.587,28.449,64.725,400.4992,94.2826,99553.7869,269.867,1.5995,-2.1519
2597A,1.0,103.7225,27.3361,46.0,0.0795,0.053,121.41,51.587,28.449,64.725,400.4992,94.2826,99553.7869,269.867,1.5995,-2.1519
2598A,1.0,100.2143,26.8576,83.0,0.0063,0.0031,117.949,54.324,25.539,64.782,554.7245,90.8326,99158.1358,271.9954,1.1583,-2.3587
2599A,1.0,100.2497,26.8802,69.0,0.0063,0.0031,117.949,54.324,25.539,64.782,554.7245,90.8326,99158.1358,271.9954,1.1583,-2.3587
2600A,1.0,100.2203,26.8906,71.0,0.0063,0.0031,117.949,54.324,25.539,64.782,554.7245,90.8326,99158.1358,271.9954,1.1583,-2.3587
2608A,1.0,103.3772,23.3993,41.0,0.0265,0.0163,117.532,49.743,28.162,61.788,404.9294,99.0552,98414.0813,273.4543,4.0115,-0.95
2612A,1.0,100.7939,22.0019,8.0,0.0085,0.0024,114.179,51.48,25.981,61.09,530.8172,96.0515,99181.8558,275.1675,5.2069,-1.7295
2613A,1.0,100.8017,22.0225,24.0,0.0178,0.0064,114.218,51.434,26.022,61.084,531.9564,96.1027,99178.6758,275.1693,5.1772,-1.7145
2615A,1.0,100.2171,25.5811,73.0,0.0953,0.0639,116.872,53.667,25.541,63.804,599.0856,96.9052,98720.1937,273.8247,2.2897,-2.7187
2616A,1.0,98.5842,24.428,14.0,0.0736,0.0582,114.609,54.597,24.162,63.182,624.3702,93.5549,99196.4212,274.8705,5.2284,-3.1596
2618A,1.0,98.8601,25.8567,18.0,0.0588,0.0344,116.032,55.007,24.418,64.221,624.5023,91.3908,99373.3012,273.8813,2.9191,-3.171
2619A,1.0,98.8546,25.8417,1.0,0.0638,0.0338,115.992,54.984,24.419,64.182,615.2091,91.4361,99403.3656,273.9306,2.9387,-3.1835
2622A,1.0,97.1804,31.1278,35.0,0.0442,0.0438,118.586,59.085,22.937,68.454,462.3401,87.4237,99563.6431,264.76,2.0532,-3.2572
2624A,1.0,91.7608,29.2313,58.0,0.0229,0.0253,113.079,62.731,18.523,68.025,742.8753,78.9852,101368.2029,272.9377,-0.1409,-5.4723
2625A,1.0,91.7706,29.261,60.0,0.0261,0.0266,113.112,62.753,18.522,68.062,741.2951,79.3408,101366.7754,272.8715,-0.1068,-5.3608
2626A,1.0,88.8876,29.2718,20.0,0.0306,0.033,111.055,65.264,52.149,68.729,262.7206,88.9054,99769.1559,268.1293,-0.6576,-1.3796
2630A,1.0,80.1161,32.5,36.0,0.0177,0.0135,106.89,73.874,45.0,73.582,418.5963,71.0482,99846.1208,277.9053,-5.7842,0.5722
2633A,1.0,94.3616,29.6632,61.0,0.0159,0.0118,115.329,60.704,20.653,67.839,476.7663,76.5448,101464.421,273.9283,-0.9598,-8.3166
2634A,1.0,106.9893,33.1842,39.0,0.0925,0.0549,129.378,52.802,-4.996,68.973,760.8887,87.3054,97948.942,264.9857,4.7503,-3.8379
2635A,1.0,107.0154,33.0706,10.0,0.0998,0.0585,129.354,52.696,-4.95,68.894,752.8832,87.8263,97904.9027,264.9493,4.7156,-3.7266
2636A,1.0,107.0089,33.1138,6.0,0.0959,0.0602,129.394,52.732,-4.952,68.933,758.4782,87.5957,97935.6988,264.9885,4.735,-3.7829
2637A,1.0,107.007,33.0323,14.0,0.0994,0.0479,129.319,52.662,-4.946,68.856,747.2881,88.0569,97874.1066,264.9102,4.6962,-3.6704
2638A,1.0,109.7414,38.3344,6.0,0.0745,0.0613,135.964,54.835,-2.727,72.855,913.0664,91.5232,97910.862,270.4501,-6.5057,-7.1562
2639A,1.0,109.7456,38.2911,7.0,0.083,0.0552,135.934,54.795,-2.727,72.816,899.574,91.6233,97792.9456,270.1243,-6.2185,-7.2336
2640A,1.0,109.7289,38.2839,9.0,0.083,0.0552,135.934,54.795,-2.727,72.816,899.574,91.6233,97792.9456,270.1243,-6.2185,-7.2336
2641A,1.0,109.7336,38.2478,5.0,0.0802,0.0648,135.903,54.755,-2.726,72.777,886.0817,91.7234,97675.0292,269.7985,-5.9313,-7.3109
2642A,1.0,109.0311,32.6778,21.0,0.093,0.0448,131.224,50.996,-3.261,68.486,763.3064,91.1537,97770.6675,265.5403,4.4974,-2.4161
2643A,1.0,109.0281,32.6939,3.0,0.093,0.0448,131.224,50.996,-3.261,68.486,763.3064,91.1537,97770.6675,265.5403,4.4974,-2.4161
2644A,1.0,109.0072,32.6975,5.0,0.093,0.0448,131.224,50.996,-3.261,68.486,763.3064,91.1537,97770.6675,265.5403,4.4974,-2.4161
2645A,1.0,109.9154,33.8715,27.0,0.0777,0.0549,133.142,51.272,-2.545,69.384,746.22,92.9772,98922.3814,267.461,4.5439,-3.4362
2647A,1.0,104.1731,36.5458,52.0,0.0901,0.0614,128.816,57.071,28.637,71.768,829.6868,79.3137,96956.3248,264.2609,3.4022,-6.143
2648A,1.0,104.1731,36.5481,21.0,0.0901,0.0614,128.816,57.071,28.637,71.768,829.6868,79.3137,96956.3248,264.2609,3.4022,-6.143
2649A,1.0,106.005,34.3469,60.0,0.0681,0.0329,129.218,54.274,-5.809,69.922,832.5786,81.1284,98184.8408,264.7645,4.5899,-5.0485
2650A,1.0,105.7281,34.5814,12.0,0.0928,0.0548,129.084,54.656,-6.06,70.138,851.6634,79.7141,98317.5179,264.6397,4.5089,-5.2442
2651A,1.0,105.8614,34.5653,8.0,0.0973,0.0701,129.239,54.552,-5.936,70.129,857.181,79.8169,98312.158,264.7761,4.4953,-5.2789
2652A,1.0,102.6219,37.9311,8.0,0.0877,0.0606,128.145,59.067,27.331,72.994,627.2178,86.5559,97487.3279,263.6445,2.6904,-5.1593
2654A,1.0,100.4686,38.9467,4.0,0.079,0.0661,126.634,61.172,25.517,73.996,580.9227,74.2847,97841.4481,264.1368,3.5651,-6.6385
2655A,1.0,100.4497,38.9389,8.0,0.0676,0.0427,126.584,61.206,25.478,74.002,591.1767,74.0693,97797.0286,264.0972,3.5539,-6.5556
2656A,1.0,106.6692,35.5461,15.0,0.0799,0.0617,130.75,54.672,-5.269,70.812,856.9986,80.1221,98390.3735,265.9848,3.8174,-6.2712
2657A,1.0,106.7039,35.5294,6.0,0.0795,0.0627,130.804,54.638,-5.228,70.809,855.584,80.3884,98394.4757,266.0469,3.8012,-6.2587
2658A,1.0,98.509,39.746,22.0,0.0853,0.0558,125.226,62.992,23.87,74.856,508.6889,70.6765,96434.8525,264.9627,2.4227,-9.2999
2659A,1.0,98.5023,39.7294,36.0,0.0853,0.0558,125.226,62.992,23.87,74.856,508.6889,70.6765,96434.8525,264.9627,2.4227,-9.2999
2661A,1.0,107.6406,35.5236,59.0,0.0761,0.0664,131.774,54.034,-4.474,70.76,859.4899,84.5619,98639.6695,267.891,3.4599,-6.9018
2662A,1.0,107.6364,35.7067,52.0,0.0805,0.0705,131.913,54.182,-4.472,70.914,856.5567,84.7313,98586.9183,267.9783,3.1803,-6.8064
2663A,1.0,104.6228,35.5714,10.0,0.0823,0.0675,128.641,56.112,29.016,70.996,621.9129,75.732,98286.4597,264.579,5.4873,-7.9867
2664A,1.0,104.6169,35.5975,8.0,0.0823,0.0675,128.641,56.112,29.016,70.996,621.9129,75.732,98286.4597,264.579,5.4873,-7.9867
2665A,1.0,105.0822,33.3261,6.0,0.0732,0.0609,127.51,54.272,29.412,69.222,656.4378,85.0332,97614.4781,263.51,4.4698,-4.1685
2667A,1.0,103.2139,35.6039,11.0,0.0812,0.0712,127.258,57.124,27.846,71.156,778.9935,83.8855,96703.763,262.6122,3.8836,-5.2718
2668A,1.0,103.2064,35.5997,30.0,0.0758,0.058,127.224,57.092,27.846,71.117,772.1557,83.8489,96752.9976,262.6104,3.9106,-5.2528
2669A,1.0,102.905,35.0003,19.0,0.0631,0.0836,126.554,56.946,27.598,70.722,680.5504,83.8379,97267.8422,262.491,4.1303,-4.9219
2671A,1.0,100.9048,36.9639,74.0,0.033,0.0316,125.878,59.616,25.917,72.438,615.3279,81.5267,97598.4267,262.7239,3.1627,-4.8782
2672A,1.0,102.0199,35.5102,27.0,0.046,0.0507,126.006,57.912,26.845,71.198,661.5202,84.8151,96959.5955,261.9691,3.8406,-4.9129
2673A,1.0,100.6188,36.2866,52.0,0.0747,0.0919,125.144,59.388,25.672,71.934,578.5847,82.9054,97892.6237,262.1903,3.3138,-4.2907
2674A,1.0,100.2561,34.4714,100.0,0.087,0.085,123.634,58.542,25.389,70.59,405.4241,87.5677,99190.8215,261.276,3.0308,-3.1673
2676A,1.0,97.3731,37.3753,77.0,0.0645,0.0576,122.792,62.382,22.954,73.209,60.6381,95.3651,97670.2466,253.8586,1.7206,-1.1215
2677A,1.0,106.1532,37.9648,24.0,0.0842,0.0558,131.843,56.77,-5.696,72.749,681.1216,88.4157,97356.8782,266.0562,1.2732,-7.0447
2679A,1.0,106.196,37.9723,21.0,0.0842,0.0558,131.843,56.77,-5.696,72.749,681.1216,88.4157,97356.8782,266.0562,1.2732,-7.0447
2680A,1.0,105.0197,37.4514,59.0,0.0809,0.1024,130.313,57.159,29.344,72.438,485.5492,90.6054,96395.3996,263.0829,1.9176,-5.5077
2682A,1.0,105.1971,37.5002,15.0,0.0844,0.0744,130.5,57.096,29.468,72.468,540.6656,90.6967,96052.3342,263.546,1.8436,-6.3722
2683A,1.0,106.2319,36.1417,5.0,0.0795,0.0764,130.683,55.402,-5.647,71.308,679.6479,79.3084,98084.31,264.8813,3.3171,-5.8547
2684A,1.0,106.2792,36.0022,9.0,0.0824,0.0626,130.666,55.298,-5.605,71.226,712.9025,79.2107,98131.8239,265.0401,3.4308,-5.9963
2685A,1.0,106.2375,36.0211,4.0,0.0831,0.0593,130.614,55.332,-5.646,71.23,718.7438,79.0305,98126.4856,265.044,3.4268,-5.9823
2688A,1.0,93.5128,42.8172,7.0,0.0148,0.0081,122.234,68.164,19.608,77.988,1239.7019,55.911,101173.0484,277.349,2.4272,-7.7222
2689A,1.0,93.4961,42.8328,5.0,0.0147,0.0077,122.186,68.196,19.568,77.997,1231.2745,55.9313,101176.5079,277.3511,2.4415,-7.7288
2693A,1.0,82.0485,44.9079,16.0,0.02,0.0051,113.274,76.866,45.947,81.998,981.2684,73.7237,101238.558,276.5005,-5.4827,4.3323
2694A,1.0,82.0806,44.8969,12.0,0.0162,0.0055,113.295,76.812,45.992,81.952,979.8086,73.956,101236.1737,276.4948,-5.4074,4.4237
2696A,1.0,80.2956,41.1933,7.0,0.0795,0.0362,110.503,76.646,44.727,79.767,1642.5285,61.6841,101066.0806,277.6499,4.4423,7.594
2703A,1.0,81.2815,43.9404,8.0,0.0333,0.0126,112.302,76.976,45.388,81.471,922.1976,72.3624,101086.126,276.885,-6.6909,5.3799
2704A,1.0,81.2867,43.895,6.0,0.0494,0.0171,112.284,76.956,45.393,81.437,921.6226,72.3857,101080.5099,276.9106,-6.6686,5.3787
2705A,1.0,81.3364,43.941,11.0,0.0634,0.0257,112.343,76.942,45.43,81.457,919.8121,72.3587,101090.3231,276.8833,-6.6404,5.3887
2711A,1.0,87.5475,44.1756,3.0,0.0198,0.0114,117.574,72.846,50.556,80.159,934.6028,64.0939,101378.2703,277.2722,-6.0636,-0.2554
2835A,1.0,101.7227,26.567,11.0,0.0932,0.0431,118.979,52.873,26.792,64.369,416.2314,94.3328,99353.164,271.8155,0.3734,-2.6509
2842A,1.0,118.0936,24.5058,75.0,0.093,0.0129,134.943,38.262,4.498,62.332,432.9092,95.7544,97885.5892,269.1376,1.8571,5.0657
2845A,1.0,113.1569,36.1912,54.0,0.0437,0.0283,138.595,51.045,0.177,71.128,439.5246,94.6132,97452.1481,265.1944,-0.6478,-3.6828
2846A,1.0,113.3208,23.1323,5.0,0.0555,0.0254,127.235,40.935,0.514,61.128,352.1935,96.6643,98490.4952,271.57,1.5947,1.9901
2858A,1.0,117.7918,39.2474,2.0,0.0883,0.0488,146.263,51.263,4.018,73.616,1056.6538,91.8856,99784.6733,273.3269,-17.0299,-1.5896
2859A,1.0,117.3747,38.9846,3.0,0.0884,0.0481,145.604,51.225,3.683,73.404,1044.1514,91.5203,99646.2385,272.9802,-16.4655,-2.0906
2860A,1.0,117.1589,39.0845,2.0,0.0889,0.0423,145.405,51.414,3.516,73.475,1081.5592,91.3578,99687.8859,273.1755,-16.5568,-2.1795
2862A,1.0,114.5480556,38.03777778,3.0,0.0927,0.0482,141.45,51.847,1.301,72.583,1031.7163,90.0302,99245.1025,273.8891,-10.5312,-3.2741
2865A,1.0,112.7194444,37.68277778,5.0,0.0891,0.0573,139.043,52.553,-0.203,72.297,772.3907,94.2241,97250.7799,265.496,-5.7938,-4.8775
2869A,1.0,119.458,32.41361,57.0,0.0149,0.0102,144.13,44.165,5.475,68.432,300.9037,95.1513,97483.3456,262.8679,-0.0654,2.7813
2870A,1.0,119.4369444,32.18888889,47.0,0.0416,0.0289,143.871,43.965,5.447,68.235,300.6329,95.4013,97641.5287,263.1731,-0.1266,2.7357
2872A,1.0,120.7844444,30.7525,46.0,0.0073,0.0021,144.734,41.932,-29.361,67.264,433.7908,94.7137,97629.1229,264.5534,0.4161,3.3466
2875A,1.0,115.7838889,32.88922222,31.0,0.0791,0.0539,139.474,46.717,2.362,68.605,266.4464,95.448,98410.581,264.056,1.3092,2.129
2877A,1.0,119.1638,36.6525,5.0,0.0878,0.0469,146.601,48.231,5.208,71.702,270.0704,94.9933,98962.2436,263.9708,-3.7116,2.4508
2878A,1.0,116.0072,36.4343,8.0,0.0996,0.0537,142.309,49.64,2.568,71.369,416.6755,95.1764,98838.7524,265.4269,-3.1284,0.0349
2880A,1.0,104.0238889,30.65638889,8.0,0.1161,0.0395,124.45,53.352,28.64,67.262,591.7796,83.8192,100259.1162,270.1881,4.874,-6.744
2882A,1.0,102.5389,24.3702,5.0,0.0268,0.016,117.737,51.017,27.454,62.625,488.8673,98.4922,98551.6241,273.7895,3.8871,-1.35
